SourceId,SourceFilename,SourceStartLine,SourceEndLine,Pass00ItemId,RequirementId,Pass15RecoveredId,ShortMeaning,SourceType,AuthorityLevel,Chronology,FinalStatus,FinalDisposition,CanonicalMaster,CanonicalDeepSpec,CanonicalSection,FormulaIds,Units,Preconditions,CrossDomainOwners,OpenItemId,ExternalRevalidationId,ConflictId,PresentInV2,CoverageQuality,Pass15Action,Notes
SRC-001,23. Lock-free  ring buffers  zero-copy.md,218,232,SRC-001-ITEM-0011,REQ-EXEC-0003,"",33. Max slippage: aucune exécution au-delà d'un slippage maximum. Aujourd'hui encore plus propre :,EXTERNAL_SNAPSHOT,REFINEMENT_SUBJECT_TO_CLOSURE,refinement,EXTERNAL_REVALIDATION,EXTERNAL_REVALIDATION_REGISTER,docs_v2/10_EXECUTION_STATE_MACHINE.md,docs_v2/deep-specs/execution/README.md,"execution, partial, Recovery and Reconciliation contracts","","","","EXECUTION; RISK, ARCH","",EXT-001..016 (fact-family join),"",YES,TRACE_ONLY,VERIFIED,PASS00 target: Order/Fill/Cancel contracts; stable join SRC-001-ITEM-0011 -> REQ-EXEC-0003
SRC-001,23. Lock-free  ring buffers  zero-copy.md,233,256,SRC-001-ITEM-0012,REQ-RISK-0003,"",34. Limites par trade et par asset: Il nous faut toujours cela.,RESEARCH_FUTURE,REFINEMENT_SUBJECT_TO_CLOSURE,refinement,RESEARCH,PRESERVED_RESEARCH,docs_v2/09_RISK_CONSTITUTION.md,docs_v2/deep-specs/risk/README.md,"risk invariants, gates, budgets and action permissions","","","","RISK; INVENTORY, ROUTING","","","",YES,FULL,VERIFIED,PASS00 target: Risk gates and budgets; stable join SRC-001-ITEM-0012 -> REQ-RISK-0003
SRC-001,23. Lock-free  ring buffers  zero-copy.md,257,278,SRC-001-ITEM-0013,REQ-RISK-0004,"",35. Circuit breakers: On avait même proposé des règles du genre : * 3 pertes / 5 min ;,RESEARCH_FUTURE,REFINEMENT_SUBJECT_TO_CLOSURE,refinement,RESEARCH,PRESERVED_RESEARCH,docs_v2/09_RISK_CONSTITUTION.md,docs_v2/deep-specs/risk/README.md,"risk invariants, gates, budgets and action permissions","","","","RISK; ACCOUNTING, ROUTING, QUANT","","","",YES,FULL,VERIFIED,PASS00 target: Risk gates and budgets; stable join SRC-001-ITEM-0013 -> REQ-RISK-0004
SRC-001,23. Lock-free  ring buffers  zero-copy.md,279,307,SRC-001-ITEM-0014,REQ-GRAPH-0001,"","36. Whitelist de liquidité: top 1–10 assets liquides et exclure les paires pourries. Très bonne protection, mais trop rigide aujourd'hui.",RESEARCH_FUTURE,REFINEMENT_SUBJECT_TO_CLOSURE,refinement,RESEARCH,PRESERVED_RESEARCH,docs_v2/03_MARKET_GRAPH_AND_ROUTES.md,docs_v2/deep-specs/market-graph/README.md,"graph, route, Atlas and HWC contracts","","","","GRAPH; QUANT, ARCH","","","",YES,FULL,VERIFIED,PASS00 target: Global Graph; stable join SRC-001-ITEM-0014 -> REQ-GRAPH-0001
SRC-001,23. Lock-free  ring buffers  zero-copy.md,308,316,SRC-001-ITEM-0015,REQ-INFRA-0001,"",37. Filtre volume/liquidité: On avait même évoqué à l'époque : Je ne conserverais pas 10 M$.,EXTERNAL_SNAPSHOT,REFINEMENT_SUBJECT_TO_CLOSURE,refinement,EXTERNAL_REVALIDATION,EXTERNAL_REVALIDATION_REGISTER,docs_v2/13_INFRASTRUCTURE.md,docs_v2/deep-specs/infrastructure/README.md,"infrastructure baseline, measurement and ROI gates","","","","INFRA; ROUTING, HOT_WARM_COLD, ARCH","",EXT-001..016 (fact-family join),"",YES,TRACE_ONLY,VERIFIED,PASS00 target: Infrastructure deep specs; stable join SRC-001-ITEM-0015 -> REQ-INFRA-0001
SRC-001,23. Lock-free  ring buffers  zero-copy.md,317,356,SRC-001-ITEM-0016,REQ-RESEARCH-0001,"","38. Paper/live avec le même code: Ça, je considère que c'était une excellente décision historique. mais même code de stratégie.",SUBSTANTIVE_REQUIREMENT,REFINEMENT_SUBJECT_TO_CLOSURE,refinement,LOCKED,CURRENT_CANONICAL,docs_v2/00_MASTER_ARCHITECTURE.md,docs_v2/_analysis/pass15_source_no_loss/SUPERSEDED_REJECTED_RESEARCH_TRACEABILITY.md,research boundary plus RequirementId-linked domain owner,"","","","RESEARCH; ACCOUNTING, REPLAY, ARCH","","","",YES,FULL,VERIFIED,PASS00 target: Research candidates; stable join SRC-001-ITEM-0016 -> REQ-RESEARCH-0001
SRC-001,23. Lock-free  ring buffers  zero-copy.md,357,368,SRC-001-ITEM-0017,REQ-VALID-0001,"",39. Shadow mode: Ça avait déjà été prévu. * regarde le vrai marché ;,RESEARCH_FUTURE,REFINEMENT_SUBJECT_TO_CLOSURE,refinement,RESEARCH,PRESERVED_RESEARCH,docs_v2/16_VALIDATION_MATRIX.md,docs_v2/deep-specs/validation/README.md,"maturity, evidence and validation contracts","","","","VALIDATION; EXECUTION, QUANT","","","",YES,FULL,VERIFIED,PASS00 target: M0–M5 evidence gates; stable join SRC-001-ITEM-0017 -> REQ-VALID-0001
SRC-001,23. Lock-free  ring buffers  zero-copy.md,369,390,SRC-001-ITEM-0018,REQ-VALID-0002,"",40. Micro-live: On avait parlé de 50–100 € pour les premiers vrais tests dans les anciens projets. Le capital exact sera décidé plus tard.,RESEARCH_FUTURE,REFINEMENT_SUBJECT_TO_CLOSURE,refinement,FUTURE,PRESERVED_FUTURE,docs_v2/16_VALIDATION_MATRIX.md,docs_v2/deep-specs/validation/README.md,"maturity, evidence and validation contracts","","","","VALIDATION; REPLAY, CAPITAL, FUTURE, RESEARCH","","","",YES,FULL,VERIFIED,PASS00 target: M0–M5 evidence gates; stable join SRC-001-ITEM-0018 -> REQ-VALID-0002
SRC-001,23. Lock-free  ring buffers  zero-copy.md,391,416,SRC-001-ITEM-0019,REQ-EXEC-0004,"","41. Recorder: Avant même les papiers, on avait déjà prévu : Aujourd'hui il devient encore plus central.",RESEARCH_FUTURE,REFINEMENT_SUBJECT_TO_CLOSURE,refinement,RESEARCH,PRESERVED_RESEARCH,docs_v2/10_EXECUTION_STATE_MACHINE.md,docs_v2/deep-specs/execution/README.md,"execution, partial, Recovery and Reconciliation contracts","","","","EXECUTION; RECORDER, CLOCK, REPLAY, ARCH, RESEARCH","","","",YES,FULL,VERIFIED,PASS00 target: Order/Fill/Cancel contracts; stable join SRC-001-ITEM-0019 -> REQ-EXEC-0004
SRC-001,23. Lock-free  ring buffers  zero-copy.md,417,438,SRC-001-ITEM-0020,REQ-REPLAY-0001,"",42. Replay avec latence artificielle: C'était déjà une de nos bonnes idées d'août avant d'approfondir les papiers. Prendre une même opportunité et tester :,VALIDATION_PROTOCOL,REFINEMENT_SUBJECT_TO_CLOSURE,refinement,LOCKED,CURRENT_CANONICAL,docs_v2/12_RECORDER_AND_REPLAY.md,docs_v2/deep-specs/recorder-replay/README.md,"Recorder, retention, Replay and reconstruction contracts","","","","REPLAY; RISK, INFRA, ACCOUNTING, RESEARCH","","","",YES,FULL,VERIFIED,PASS00 target: Replay engine; stable join SRC-001-ITEM-0020 -> REQ-REPLAY-0001
SRC-001,23. Lock-free  ring buffers  zero-copy.md,439,459,SRC-001-ITEM-0021,REQ-REPLAY-0002,"",43. Replay multi-size: Même événement : 100 €,RESEARCH_FUTURE,REFINEMENT_SUBJECT_TO_CLOSURE,refinement,RESEARCH,PRESERVED_RESEARCH,docs_v2/12_RECORDER_AND_REPLAY.md,docs_v2/deep-specs/recorder-replay/README.md,"Recorder, retention, Replay and reconstruction contracts","","","",REPLAY; QUANT,"","","",YES,FULL,VERIFIED,PASS00 target: Replay engine; stable join SRC-001-ITEM-0021 -> REQ-REPLAY-0002
SRC-001,23. Lock-free  ring buffers  zero-copy.md,460,479,SRC-001-ITEM-0022,REQ-EXEC-0005,"","44. Comparer simulation et vrai fill: Sans ça, un backtest peut rester faussement optimiste.",VALIDATION_PROTOCOL,REFINEMENT_SUBJECT_TO_CLOSURE,refinement,LOCKED,CURRENT_CANONICAL,docs_v2/10_EXECUTION_STATE_MACHINE.md,docs_v2/deep-specs/execution/README.md,"execution, partial, Recovery and Reconciliation contracts","","","",EXECUTION; VALIDATION,"","","",YES,FULL,VERIFIED,PASS00 target: Order/Fill/Cancel contracts; stable join SRC-001-ITEM-0022 -> REQ-EXEC-0005
SRC-001,23. Lock-free  ring buffers  zero-copy.md,480,502,SRC-001-ITEM-0023,REQ-EXEC-0006,"",45. Reason Codes: L'idée existait déjà dans nos architectures précédentes. Chaque rejet doit dire pourquoi :,FAILURE_MODE,REFINEMENT_SUBJECT_TO_CLOSURE,refinement,LOCKED,CURRENT_CANONICAL,docs_v2/10_EXECUTION_STATE_MACHINE.md,docs_v2/deep-specs/execution/README.md,"execution, partial, Recovery and Reconciliation contracts","","","","EXECUTION; RISK, INFRA, INVENTORY, ROUTING, ARCH","","","",YES,FULL,VERIFIED,PASS00 target: Order/Fill/Cancel contracts; stable join SRC-001-ITEM-0023 -> REQ-EXEC-0006
SRC-001,23. Lock-free  ring buffers  zero-copy.md,503,534,SRC-001-ITEM-0024,REQ-EXEC-0007,"","46. Observabilité complète: Les technologies pourront changer, mais l'idée reste indispensable.",REJECTED,REFINEMENT_SUBJECT_TO_CLOSURE,refinement,REJECTED,TRACE_TO_REASON,docs_v2/10_EXECUTION_STATE_MACHINE.md,docs_v2/deep-specs/execution/README.md,"execution, partial, Recovery and Reconciliation contracts","","","","EXECUTION; INFRA, ACCOUNTING","","","",YES,TRACE_ONLY,VERIFIED,PASS00 target: Order/Fill/Cancel contracts; stable join SRC-001-ITEM-0024 -> REQ-EXEC-0007
SRC-001,23. Lock-free  ring buffers  zero-copy.md,535,554,SRC-001-ITEM-0025,REQ-OPS-0001,"",47. Heartbeat / health monitoring: Le bot ne doit pas simplement : Si un composant essentiel devient mauvais :,SUBSTANTIVE_REQUIREMENT,REFINEMENT_SUBJECT_TO_CLOSURE,refinement,LOCKED,CURRENT_CANONICAL,docs_v2/18_OPERATIONS_AND_MONITORING.md,docs_v2/deep-specs/operations/README.md,"operations, SLO, alerts, runbooks and incidents","","","","OPERATIONS; EXECUTION, RISK, RECORDER, CLOCK, ACCOUNTING","","","",YES,FULL,VERIFIED,PASS00 target: Failure/recovery runbooks; stable join SRC-001-ITEM-0025 -> REQ-OPS-0001
SRC-001,23. Lock-free  ring buffers  zero-copy.md,555,576,SRC-001-ITEM-0026,REQ-RECOV-0002,"","48. Persistance de l'état: Le principe reste très bon, même si je ne ferais probablement pas tout dans un simple JSON. Après crash/restart, le bot doit connaître :",FAILURE_MODE,REFINEMENT_SUBJECT_TO_CLOSURE,refinement,LOCKED,CURRENT_CANONICAL,docs_v2/10_EXECUTION_STATE_MACHINE.md,docs_v2/deep-specs/execution/README.md,"execution, partial, Recovery and Reconciliation contracts","","","","RECOVERY; OPERATIONS, ACCOUNTING, INVENTORY, ROUTING, QUANT","","","",YES,FULL,VERIFIED,PASS00 target: Recovery and Unknown State; stable join SRC-001-ITEM-0026 -> REQ-RECOV-0002
SRC-001,23. Lock-free  ring buffers  zero-copy.md,577,611,SRC-001-ITEM-0027,REQ-RECON-0001,"",49. Redémarrage sûr: Un redémarrage ne doit jamais signifier :,SUBSTANTIVE_REQUIREMENT,REFINEMENT_SUBJECT_TO_CLOSURE,refinement,OPEN,OPEN_OR_DOMAIN_REVIEW_OVERLAY,docs_v2/10_EXECUTION_STATE_MACHINE.md,docs_v2/deep-specs/execution/README.md,"execution, partial, Recovery and Reconciliation contracts","","","","RECONCILIATION; RISK, INVENTORY, GRAPH",OPEN_ITEMS_INITIAL.md/domain-reviewed overlay,"","",YES,FULL,VERIFIED,PASS00 target: Reconciliation; stable join SRC-001-ITEM-0027 -> REQ-RECON-0001
SRC-001,23. Lock-free  ring buffers  zero-copy.md,612,623,SRC-001-ITEM-0028,REQ-RISK-0005,"","50. Clés API limitées: Ancienne règle très saine : le bot peut trader, jamais retirer les fonds.",RESEARCH_FUTURE,REFINEMENT_SUBJECT_TO_CLOSURE,refinement,RESEARCH,PRESERVED_RESEARCH,docs_v2/09_RISK_CONSTITUTION.md,docs_v2/deep-specs/risk/README.md,"risk invariants, gates, budgets and action permissions","","","","RISK; SECURITY, CROSS_EXCHANGE, RESEARCH","","","",YES,FULL,VERIFIED,PASS00 target: Risk gates and budgets; stable join SRC-001-ITEM-0028 -> REQ-RISK-0005
SRC-001,23. Lock-free  ring buffers  zero-copy.md,624,641,SRC-001-ITEM-0029,REQ-RISK-0006,"",51. Config centralisée: On avait parlé de YAML/config. Mais les paramètres importants doivent être versionnés :,SUBSTANTIVE_REQUIREMENT,REFINEMENT_SUBJECT_TO_CLOSURE,refinement,CALIBRATED,VERSIONED_PARAMETER_OR_POLICY,docs_v2/09_RISK_CONSTITUTION.md,docs_v2/deep-specs/risk/README.md,"risk invariants, gates, budgets and action permissions","","","","RISK; INFRA, ACCOUNTING, ROUTING","","","",YES,FULL,VERIFIED,PASS00 target: Risk gates and budgets; stable join SRC-001-ITEM-0029 -> REQ-RISK-0006
SRC-001,23. Lock-free  ring buffers  zero-copy.md,642,676,SRC-001-ITEM-0030,REQ-BENCH-0002,"",52. Benchmarks avant optimisation extrême: La vraie bonne leçon derrière ça :,RESEARCH_FUTURE,REFINEMENT_SUBJECT_TO_CLOSURE,refinement,RESEARCH,PRESERVED_RESEARCH,docs_v2/13_INFRASTRUCTURE.md,docs_v2/deep-specs/infrastructure/README.md,"infrastructure baseline, measurement and ROI gates","","","","BENCHMARK; RISK, INFRA, DEPLOYMENT, ROUTING","","","",YES,FULL,VERIFIED,PASS00 target: Benchmark Protocol; stable join SRC-001-ITEM-0030 -> REQ-BENCH-0002
SRC-001,23. Lock-free  ring buffers  zero-copy.md,677,696,SRC-001-ITEM-0031,REQ-INFRA-0002,"","53. Ne pas confondre CPU rapide et système rapide: Cette intuition existait déjà quand on comparait VPS, GPU et CPU. Aujourd'hui on la formalise :",EXTERNAL_SNAPSHOT,REFINEMENT_SUBJECT_TO_CLOSURE,refinement,EXTERNAL_REVALIDATION,EXTERNAL_REVALIDATION_REGISTER,docs_v2/13_INFRASTRUCTURE.md,docs_v2/deep-specs/infrastructure/README.md,"infrastructure baseline, measurement and ROI gates","","","",INFRA; ACCOUNTING,"",EXT-002/EXT-005,"",YES,TRACE_ONLY,VERIFIED,PASS00 target: Infrastructure deep specs; stable join SRC-001-ITEM-0031 -> REQ-INFRA-0002
SRC-001,23. Lock-free  ring buffers  zero-copy.md,697,724,SRC-001-ITEM-0032,REQ-ACCT-0001,"",54. Seuil de profit minimal: On avait des anciens chiffres comme : Je ne veux surtout pas les reprendre tels quels.,SUBSTANTIVE_REQUIREMENT,REFINEMENT_SUBJECT_TO_CLOSURE,refinement,CALIBRATED,VERSIONED_PARAMETER_OR_POLICY,docs_v2/08_INVENTORY_AND_CAPITAL.md; docs_v2/04_FORMULA_BOOK.md,docs_v2/deep-specs/inventory-capital/10_ECONOMIC_PNL_ACCOUNTING_AND_CAPITAL_EFFICIENCY.md; docs_v2/deep-specs/formulas/10_QF105_QF110_CAPITAL_ACCOUNTING_AND_DRAWDOWN.md,distributed Accounting authority overlay,"","","","ACCOUNTING; MICROSTRUCTURE, RISK, INFRA, TRIANGLE, ROUTING","","","",YES,FULL,VERIFIED,PASS00 target: PnL attribution; stable join SRC-001-ITEM-0032 -> REQ-ACCT-0001
SRC-001,23. Lock-free  ring buffers  zero-copy.md,725,763,SRC-001-ITEM-0033,REQ-CAP-0001,"","55. Hystérésis / éviter le flip-flop: Dans les anciens bots multi-paires/funding, on avait parlé de : * éviter les changements incessants ;",RESEARCH_FUTURE,REFINEMENT_SUBJECT_TO_CLOSURE,refinement,FUTURE,PRESERVED_FUTURE,docs_v2/08_INVENTORY_AND_CAPITAL.md,docs_v2/deep-specs/inventory-capital/README.md,"inventory, capital, sizing and accounting contracts","","","","CAPITAL; BRIDGE, ROUTING, HOT_WARM_COLD, FUTURE","","","",YES,FULL,VERIFIED,PASS00 target: Capital reachability/capacity; stable join SRC-001-ITEM-0033 -> REQ-CAP-0001
SRC-001,23. Lock-free  ring buffers  zero-copy.md,764,786,SRC-001-ITEM-0034,REQ-ACCT-0002,"",56. Opportunity cost: L'ancien top-K / allocation avait déjà implicitement ce problème : mettre de l'argent sur A signifie ne pas l'avoir sur B.,SUBSTANTIVE_REQUIREMENT,REFINEMENT_SUBJECT_TO_CLOSURE,refinement,LOCKED,CURRENT_CANONICAL,docs_v2/08_INVENTORY_AND_CAPITAL.md; docs_v2/04_FORMULA_BOOK.md,docs_v2/deep-specs/inventory-capital/10_ECONOMIC_PNL_ACCOUNTING_AND_CAPITAL_EFFICIENCY.md; docs_v2/deep-specs/formulas/10_QF105_QF110_CAPITAL_ACCOUNTING_AND_DRAWDOWN.md,distributed Accounting authority overlay,"","","","ACCOUNTING; MICROSTRUCTURE, CAPITAL","","","",YES,FULL,VERIFIED,PASS00 target: PnL attribution; stable join SRC-001-ITEM-0034 -> REQ-ACCT-0002
SRC-001,23. Lock-free  ring buffers  zero-copy.md,787,818,SRC-001-ITEM-0035,REQ-RISK-0007,"",57. Auto-compounding : à garder avec prudence: On avait déjà évoqué le réinvestissement automatique des profits dans d'autres bots. Je ne veux pas :,RESEARCH_FUTURE,REFINEMENT_SUBJECT_TO_CLOSURE,refinement,RESEARCH,PRESERVED_RESEARCH,docs_v2/09_RISK_CONSTITUTION.md,docs_v2/deep-specs/risk/README.md,"risk invariants, gates, budgets and action permissions","","","","RISK; VALIDATION, ACCOUNTING, MICROSTRUCTURE, CAPITAL","","","",YES,FULL,VERIFIED,PASS00 target: Risk gates and budgets; stable join SRC-001-ITEM-0035 -> REQ-RISK-0007
SRC-001,23. Lock-free  ring buffers  zero-copy.md,819,963,SRC-001-ITEM-0036,REQ-EXEC-0008,"",58. Ce qu'on ne reprend PAS: Il y a plusieurs anciennes idées que je sortirais clairement de la V1. Incompatible avec notre direction latency/Hyperliquid.,EXTERNAL_SNAPSHOT,REFINEMENT_SUBJECT_TO_CLOSURE,refinement,EXTERNAL_REVALIDATION,EXTERNAL_REVALIDATION_REGISTER,docs_v2/00_MASTER_ARCHITECTURE.md; docs_v2/03_MARKET_GRAPH_AND_ROUTES.md; docs_v2/09_RISK_CONSTITUTION.md; docs_v2/10_EXECUTION_STATE_MACHINE.md; docs_v2/12_RECORDER_AND_REPLAY.md; docs_v2/16_VALIDATION_MATRIX.md,docs_v2/deep-specs/architecture/README.md,"rejected options, final cross-domain pipeline and pre-live DoD","","","","EXECUTION; RECOVERY, RISK, RECORDER, INFRA, DEPLOYMENT, VALIDATION, ACCOUNTING","",EXT-001..016 (fact-family join),"",YES,TRACE_ONLY,VERIFIED_WITH_MANUAL_CROSS_DOMAIN_DESTINATION_OVERLAY,PASS00 target: Order/Fill/Cancel contracts; stable join SRC-001-ITEM-0036 -> REQ-EXEC-0008; PASS15 manual source-block review corrected the narrow navigation destination without changing RequirementId/status
SRC-001,23. Lock-free  ring buffers  zero-copy.md,964,996,SRC-001-ITEM-0037,REQ-VALID-0003,"",1. D’abord : séparer architecture et validation: On avait parfois tendance à mélanger : * écrire le bot ;,RESEARCH_FUTURE,REFINEMENT_SUBJECT_TO_CLOSURE,refinement,RESEARCH,PRESERVED_RESEARCH,docs_v2/16_VALIDATION_MATRIX.md,docs_v2/deep-specs/validation/README.md,"maturity, evidence and validation contracts","","","","VALIDATION; ARCH, REPLAY","","","",YES,FULL,VERIFIED,PASS00 target: M0–M5 evidence gates; stable join SRC-001-ITEM-0037 -> REQ-VALID-0003
SRC-001,23. Lock-free  ring buffers  zero-copy.md,997,1046,SRC-001-ITEM-0038,REQ-EXEC-0009,"",2. Première brique développée : Recorder + Market Graph: Avant le vrai moteur d’exécution. C’était déjà une de nos idées fortes : commencer à enregistrer le marché pendant qu’on développe le reste.,RESEARCH_FUTURE,REFINEMENT_SUBJECT_TO_CLOSURE,refinement,RESEARCH,PRESERVED_RESEARCH,docs_v2/10_EXECUTION_STATE_MACHINE.md,docs_v2/deep-specs/execution/README.md,"execution, partial, Recovery and Reconciliation contracts","","","","EXECUTION; RECORDER, GRAPH, CLOCK, ACCOUNTING, TRIANGLE, ROUTING","","","",YES,FULL,VERIFIED,PASS00 target: Order/Fill/Cancel contracts; stable join SRC-001-ITEM-0038 -> REQ-EXEC-0009
